"id_serie";"model_name";"model_group";"metric";"value"
"Y12596";"SNAIVE [5]";"Naive";"mase";7.447387
"Y12596";"SNAIVE [5]";"Naive";"rmsse";4.092761
"Y12596";"ARIMA(0,2,1)";"Arima_Seas";"smape";6.547741
"Y12596";"ARIMA(0,2,1)";"Arima_Seas";"mase";1.764123
"Y12596";"ARIMA(0,2,1)";"Arima_Seas";"rmsse";0.997
"Y12596";"ETS(M,A,N)";"EXP_smoothing__TBATS";"smape";8.852976
"Y12596";"ETS(M,A,N)";"EXP_smoothing__TBATS";"mase";2.462502
"Y12596";"ETS(M,A,N)";"EXP_smoothing__TBATS";"rmsse";1.470098
"Y12596";"THETA METHOD";"EXP_smoothing__TBATS";"smape";8.725912
"Y12596";"THETA METHOD";"EXP_smoothing__TBATS";"mase";2.170371
"Y12596";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.284319
"Y12596";"BATS(0, {0,1}, 0.991, -)";"EXP_smoothing__TBATS";"smape";9.981515
"Y12596";"BATS(0, {0,1}, 0.991, -)";"EXP_smoothing__TBATS";"mase";2.804912
"Y12596";"BATS(0, {0,1}, 0.991, -)";"EXP_smoothing__TBATS";"rmsse";1.688661
"Y12596";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";1.612732
"Y12596";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";0.40954
"Y12596";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";0.283454
"Y12596";"SEASONAL DECOMP: ARIMA(2,2,0)";"SLTM";"smape";6.147602
"Y12596";"SEASONAL DECOMP: ARIMA(2,2,0)";"SLTM";"mase";1.6676
"Y12596";"SEASONAL DECOMP: ARIMA(2,2,0)";"SLTM";"rmsse";0.979731
"Y12596";"PROPHET";"Prophet";"smape";2.032728
"Y12596";"PROPHET";"Prophet";"mase";0.491565
"Y12596";"PROPHET";"Prophet";"rmsse";0.325679
"Q18856";"NAIVE";"Naive";"smape";20.016274
"Q18856";"NAIVE";"Naive";"mase";0.77583
"Q18856";"NAIVE";"Naive";"rmsse";1.027745
"Q18856";"SNAIVE [4]";"Naive";"smape";14.857018
"Q18856";"SNAIVE [4]";"Naive";"mase";0.588479
"Q18856";"SNAIVE [4]";"Naive";"rmsse";0.801664
"Q18856";"ARIMA(1,0,0)(0,1,1)[4]";"Arima_Seas";"smape";13.738314
"Q18856";"ARIMA(1,0,0)(0,1,1)[4]";"Arima_Seas";"mase";0.534415
"Q18856";"ARIMA(1,0,0)(0,1,1)[4]";"Arima_Seas";"rmsse";0.730414
"Q18856";"ETS(M,A,M)";"EXP_smoothing__TBATS";"smape";17.787431
"Q18856";"ETS(M,A,M)";"EXP_smoothing__TBATS";"mase";0.707977
"Q18856";"ETS(M,A,M)";"EXP_smoothing__TBATS";"rmsse";1.010573
"Q18856";"THETA METHOD";"EXP_smoothing__TBATS";"smape";18.626331
"Q18856";"THETA METHOD";"EXP_smoothing__TBATS";"mase";0.724086
"Q18856";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.000042
"Q18856";"TBATS(0.593, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"smape";15.170533
"Q18856";"TBATS(0.593, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"mase";0.59694
"Q18856";"TBATS(0.593, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"rmsse";0.812224
"Q18856";"SEASONAL DECOMP: ETS(A,N,N)";"SLTM";"smape";14.032189
"Q18856";"SEASONAL DECOMP: ETS(A,N,N)";"SLTM";"mase";0.548122
"Q18856";"SEASONAL DECOMP: ETS(A,N,N)";"SLTM";"rmsse";0.749181
"Q18856";"SEASONAL DECOMP: ARIMA(0,1,0)";"SLTM";"smape";14.032144
"Q18856";"SEASONAL DECOMP: ARIMA(0,1,0)";"SLTM";"mase";0.54812
"Q18856";"SEASONAL DECOMP: ARIMA(0,1,0)";"SLTM";"rmsse";0.749178
"Q18856";"PROPHET";"Prophet";"smape";37.438358
"Q18856";"PROPHET";"Prophet";"mase";1.769291
"Q18856";"PROPHET";"Prophet";"rmsse";2.243238
"Q18904";"NAIVE";"Naive";"smape";15.617421
"Q18904";"NAIVE";"Naive";"mase";2.132287
"Q18904";"NAIVE";"Naive";"rmsse";2.136014
"Q18904";"SNAIVE [4]";"Naive";"smape";25.351318
"Q18904";"SNAIVE [4]";"Naive";"mase";3.231039
"Q18904";"SNAIVE [4]";"Naive";"rmsse";3.129858
"Q18904";"ARIMA(0,1,2)(0,0,2)[4] WITH DRIFT";"Arima_Seas";"smape";17.907072
"Q18904";"ARIMA(0,1,2)(0,0,2)[4] WITH DRIFT";"Arima_Seas";"mase";2.411935
"Q18904";"ARIMA(0,1,2)(0,0,2)[4] WITH DRIFT";"Arima_Seas";"rmsse";2.37204
"Q18904";"ETS(M,A,M)";"EXP_smoothing__TBATS";"smape";14.376601
"Q18904";"ETS(M,A,M)";"EXP_smoothing__TBATS";"mase";1.953989
"Q18904";"ETS(M,A,M)";"EXP_smoothing__TBATS";"rmsse";1.95009
"Q18904";"THETA METHOD";"EXP_smoothing__TBATS";"smape";14.964024
"Q18904";"THETA METHOD";"EXP_smoothing__TBATS";"mase";2.05048
"Q18904";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";2.058988
"Q18904";"TBATS(0.099, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"smape";8.182648
"Q18904";"TBATS(0.099, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"mase";1.146602
"Q18904";"TBATS(0.099, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"rmsse";1.214115
"Q18904";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";13.01451
"Q18904";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";1.792784
"Q18904";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";1.794198
"Q18904";"SEASONAL DECOMP: ARIMA(0,1,0) WITH DRIFT";"SLTM";"smape";13.513438
"Q18904";"SEASONAL DECOMP: ARIMA(0,1,0) WITH DRIFT";"SLTM";"mase";1.858197
"Q18904";"SEASONAL DECOMP: ARIMA(0,1,0) WITH DRIFT";"SLTM";"rmsse";1.854488
"Q18904";"PROPHET";"Prophet";"smape";9.2618
"Q18904";"PROPHET";"Prophet";"mase";1.312341
"Q18904";"PROPHET";"Prophet";"rmsse";1.322577
"Q2989";"NAIVE";"Naive";"smape";2.531918
"Q2989";"NAIVE";"Naive";"mase";1.676402
"Q2989";"NAIVE";"Naive";"rmsse";1.863348
"Q2989";"SNAIVE [4]";"Naive";"smape";4.133248
"Q2989";"SNAIVE [4]";"Naive";"mase";2.706776
"Q2989";"SNAIVE [4]";"Naive";"rmsse";2.803258
"Q2989";"ARIMA(0,2,1)(2,0,0)[4]";"Arima_Seas";"smape";3.406123
"Q2989";"ARIMA(0,2,1)(2,0,0)[4]";"Arima_Seas";"mase";2.239684
"Q2989";"ARIMA(0,2,1)(2,0,0)[4]";"Arima_Seas";"rmsse";2.395416
"Q2989";"ETS(M,A,M)";"EXP_smoothing__TBATS";"smape";3.025355
"Q2989";"ETS(M,A,M)";"EXP_smoothing__TBATS";"mase";1.989965
"Q2989";"ETS(M,A,M)";"EXP_smoothing__TBATS";"rmsse";2.157786
"Q2989";"THETA METHOD";"EXP_smoothing__TBATS";"smape";1.775589
"Q2989";"THETA METHOD";"EXP_smoothing__TBATS";"mase";1.181621
"Q2989";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.444916
"Q2989";"BATS(0.208, {1,3}, 0.972, -)";"EXP_smoothing__TBATS";"smape";3.356624
"Q2989";"BATS(0.208, {1,3}, 0.972, -)";"EXP_smoothing__TBATS";"mase";2.206758
"Q2989";"BATS(0.208, {1,3}, 0.972, -)";"EXP_smoothing__TBATS";"rmsse";2.379014
"Q2989";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";3.043849
"Q2989";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";2.004805
"Q2989";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";2.127983
"Q2989";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"smape";3.135037
"Q2989";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"mase";2.064019
"Q2989";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"rmsse";2.170116
"Q2989";"PROPHET";"Prophet";"smape";1.406855
"Q2989";"PROPHET";"Prophet";"mase";0.939908
"Q2989";"PROPHET";"Prophet";"rmsse";1.050441
"Q1845";"NAIVE";"Naive";"smape";7.948655
"Q1845";"NAIVE";"Naive";"mase";5.002083
"Q1845";"NAIVE";"Naive";"rmsse";2.347824
"Q1845";"SNAIVE [4]";"Naive";"smape";12.789752
"Q1845";"SNAIVE [4]";"Naive";"mase";8.327083
"Q1845";"SNAIVE [4]";"Naive";"rmsse";3.75709
"Q1845";"ARIMA(0,2,1)";"Arima_Seas";"smape";4.38683
"Q1845";"ARIMA(0,2,1)";"Arima_Seas";"mase";2.526366
"Q1845";"ARIMA(0,2,1)";"Arima_Seas";"rmsse";1.332025
"Q3374";"NAIVE";"Naive";"smape";2.538309
"Q3374";"NAIVE";"Naive";"mase";1.127355
"Q3374";"NAIVE";"Naive";"rmsse";0.935416
"Q3374";"SNAIVE [4]";"Naive";"smape";2.669805
"Q3374";"SNAIVE [4]";"Naive";"mase";1.184653
"Q3374";"SNAIVE [4]";"Naive";"rmsse";1.024571
"Q3374";"ARIMA(0,1,1) WITH DRIFT";"Arima_Seas";"smape";3.433557
"Q3374";"ARIMA(0,1,1) WITH DRIFT";"Arima_Seas";"mase";1.530374
"Q3374";"ARIMA(0,1,1) WITH DRIFT";"Arima_Seas";"rmsse";1.266383
"Q3374";"ETS(M,A,N)";"EXP_smoothing__TBATS";"smape";5.009267
"Q3374";"ETS(M,A,N)";"EXP_smoothing__TBATS";"mase";2.264432
"Q3374";"ETS(M,A,N)";"EXP_smoothing__TBATS";"rmsse";1.80053
"Q3374";"THETA METHOD";"EXP_smoothing__TBATS";"smape";2.819291
"Q3374";"THETA METHOD";"EXP_smoothing__TBATS";"mase";1.252843
"Q3374";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.018831
"Q3374";"TBATS(0.056, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"smape";9.102394
"Q3374";"TBATS(0.056, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"mase";4.2673
"Q3374";"TBATS(0.056, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"rmsse";3.295417
"Q3374";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";4.773895
"Q3374";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";2.142746
"Q3374";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";1.551753
"Q3374";"SEASONAL DECOMP: ARIMA(1,1,0) WITH DRIFT";"SLTM";"smape";3.347641
"Q3374";"SEASONAL DECOMP: ARIMA(1,1,0) WITH DRIFT";"SLTM";"mase";1.479648
"Q3374";"SEASONAL DECOMP: ARIMA(1,1,0) WITH DRIFT";"SLTM";"rmsse";1.114367
"Q3374";"PROPHET";"Prophet";"smape";10.327169
"Q3374";"PROPHET";"Prophet";"mase";4.846636
"Q3374";"PROPHET";"Prophet";"rmsse";3.603673
"Q11644";"NAIVE";"Naive";"smape";2.595097
"Q11644";"NAIVE";"Naive";"mase";2.922872
"Q11644";"NAIVE";"Naive";"rmsse";1.376933
"Q11644";"SNAIVE [4]";"Naive";"smape";2.36003
"Q11644";"SNAIVE [4]";"Naive";"mase";2.662234
"Q11644";"SNAIVE [4]";"Naive";"rmsse";1.22034
"Q11644";"ARIMA(0,2,1)";"Arima_Seas";"smape";5.404499
"Q11644";"ARIMA(0,2,1)";"Arima_Seas";"mase";5.970048
"Q11644";"ARIMA(0,2,1)";"Arima_Seas";"rmsse";2.740941
"Q11644";"ETS(A,A,N)";"EXP_smoothing__TBATS";"smape";5.308134
"Q11644";"ETS(A,A,N)";"EXP_smoothing__TBATS";"mase";5.867291
"Q11644";"ETS(A,A,N)";"EXP_smoothing__TBATS";"rmsse";2.697401
"Q11644";"THETA METHOD";"EXP_smoothing__TBATS";"smape";2.780853
"Q11644";"THETA METHOD";"EXP_smoothing__TBATS";"mase";3.127972
"Q11644";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.467002
"Q11644";"TBATS(1, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"smape";5.441172
"Q11644";"TBATS(1, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"mase";6.00713
"Q11644";"TBATS(1, {0,0}, 1, {<4,1>})";"EXP_smoothing__TBATS";"rmsse";2.782449
"Q11644";"SEASONAL DECOMP: ETS(A,A,N)";"SLTM";"smape";5.192562
"Q11644";"SEASONAL DECOMP: ETS(A,A,N)";"SLTM";"mase";5.741527
"Q11644";"SEASONAL DECOMP: ETS(A,A,N)";"SLTM";"rmsse";2.672335
"Q11644";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"smape";5.318808
"Q11644";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"mase";5.87606
"Q11644";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"rmsse";2.732595
"Q11644";"PROPHET";"Prophet";"smape";3.988144
"Q11644";"PROPHET";"Prophet";"mase";4.449709
"Q11644";"PROPHET";"Prophet";"rmsse";2.058995
"Q4764";"NAIVE";"Naive";"smape";0.475571
"Q4764";"NAIVE";"Naive";"mase";3.304332
"Q4764";"NAIVE";"Naive";"rmsse";1.564935
"Q4764";"SNAIVE [4]";"Naive";"smape";0.505228
"Q4764";"SNAIVE [4]";"Naive";"mase";3.511012
"Q4764";"SNAIVE [4]";"Naive";"rmsse";1.757748
"Q4764";"ARIMA(0,2,1)";"Arima_Seas";"smape";0.782602
"Q4764";"ARIMA(0,2,1)";"Arima_Seas";"mase";5.447568
"Q4764";"ARIMA(0,2,1)";"Arima_Seas";"rmsse";2.670166
"Q4764";"ETS(A,AD,N)";"EXP_smoothing__TBATS";"smape";0.581673
"Q4764";"ETS(A,AD,N)";"EXP_smoothing__TBATS";"mase";4.04393
"Q4764";"ETS(A,AD,N)";"EXP_smoothing__TBATS";"rmsse";1.940952
"Q4764";"THETA METHOD";"EXP_smoothing__TBATS";"smape";0.91979
"Q4764";"THETA METHOD";"EXP_smoothing__TBATS";"mase";6.408205
"Q4764";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";3.171918
"Q4764";"BATS(1, {0,0}, 0.98, -)";"EXP_smoothing__TBATS";"smape";0.759611
"Q4764";"BATS(1, {0,0}, 0.98, -)";"EXP_smoothing__TBATS";"mase";5.286723
"Q4764";"BATS(1, {0,0}, 0.98, -)";"EXP_smoothing__TBATS";"rmsse";2.582448
"Q4764";"SEASONAL DECOMP: ETS(A,AD,N)";"SLTM";"smape";0.612836
"Q4764";"SEASONAL DECOMP: ETS(A,AD,N)";"SLTM";"mase";4.261482
"Q4764";"SEASONAL DECOMP: ETS(A,AD,N)";"SLTM";"rmsse";2.101928
"Q4764";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"smape";0.856046
"Q4764";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"mase";5.961885
"Q4764";"SEASONAL DECOMP: ARIMA(0,2,1)";"SLTM";"rmsse";2.988064
"Q4764";"PROPHET";"Prophet";"smape";1.149691
"Q4764";"PROPHET";"Prophet";"mase";8.031279
"Q4764";"PROPHET";"Prophet";"rmsse";4.498323
"Q6752";"NAIVE";"Naive";"smape";4.241898
"Q6752";"NAIVE";"Naive";"mase";4.964551
"Q6752";"NAIVE";"Naive";"rmsse";2.336978
"Q6752";"SNAIVE [4]";"Naive";"smape";5.968196
"Q6752";"SNAIVE [4]";"Naive";"mase";6.909419
"Q6752";"SNAIVE [4]";"Naive";"rmsse";3.086922
"Q6752";"ARIMA(0,2,1)(0,0,1)[4]";"Arima_Seas";"smape";1.456655
"Q6752";"ARIMA(0,2,1)(0,0,1)[4]";"Arima_Seas";"mase";1.72986
"Q6752";"ARIMA(0,2,1)(0,0,1)[4]";"Arima_Seas";"rmsse";0.800312
"Q6752";"ETS(M,A,N)";"EXP_smoothing__TBATS";"smape";1.111507
"Q6752";"ETS(M,A,N)";"EXP_smoothing__TBATS";"mase";1.320932
"Q6752";"ETS(M,A,N)";"EXP_smoothing__TBATS";"rmsse";0.609952
"Q6752";"THETA METHOD";"EXP_smoothing__TBATS";"smape";3.399804
"Q6752";"THETA METHOD";"EXP_smoothing__TBATS";"mase";3.998158
"Q6752";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.872241
"Q6752";"BATS(0.193, {1,2}, 1, -)";"EXP_smoothing__TBATS";"smape";0.67052
"Q6752";"BATS(0.193, {1,2}, 1, -)";"EXP_smoothing__TBATS";"mase";0.797234
"Q6752";"BATS(0.193, {1,2}, 1, -)";"EXP_smoothing__TBATS";"rmsse";0.388783
"Q6752";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";1.168798
"Q6752";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";1.387124
"Q6752";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";0.62019
"Q6752";"SEASONAL DECOMP: ARIMA(4,2,1)";"SLTM";"smape";1.45393
"Q6752";"SEASONAL DECOMP: ARIMA(4,2,1)";"SLTM";"mase";1.726168
"Q6752";"SEASONAL DECOMP: ARIMA(4,2,1)";"SLTM";"rmsse";0.785044
"Q6752";"PROPHET";"Prophet";"smape";1.098094
"Q6752";"PROPHET";"Prophet";"mase";1.306656
"Q6752";"PROPHET";"Prophet";"rmsse";0.624579
"Q6752";"H2O AUTOML - GBM";"H2O";"smape";102.959702
"Q6752";"H2O AUTOML - GBM";"H2O";"mase";80.896634
"Q6752";"H2O AUTOML - GBM";"H2O";"rmsse";34.898746
"Q16137";"NAIVE";"Naive";"smape";10.657421
"Q16137";"NAIVE";"Naive";"mase";4.697049
"Q16137";"NAIVE";"Naive";"rmsse";2.170242
"Q16137";"SNAIVE [4]";"Naive";"smape";16.11516
"Q16137";"SNAIVE [4]";"Naive";"mase";6.872396
"Q16137";"SNAIVE [4]";"Naive";"rmsse";2.981199
"Q16137";"ARIMA(1,2,3)(0,0,2)[4]";"Arima_Seas";"smape";2.136321
"Q16137";"ARIMA(1,2,3)(0,0,2)[4]";"Arima_Seas";"mase";0.953103
"Q16137";"ARIMA(1,2,3)(0,0,2)[4]";"Arima_Seas";"rmsse";0.447326
"Q16137";"ETS(M,A,N)";"EXP_smoothing__TBATS";"smape";3.815884
"Q16137";"ETS(M,A,N)";"EXP_smoothing__TBATS";"mase";1.740208
"Q16137";"ETS(M,A,N)";"EXP_smoothing__TBATS";"rmsse";0.772333
"Q16137";"THETA METHOD";"EXP_smoothing__TBATS";"smape";9.275163
"Q16137";"THETA METHOD";"EXP_smoothing__TBATS";"mase";4.120125
"Q16137";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.901131
"Q16137";"BATS(0.006, {0,0}, 1, -)";"EXP_smoothing__TBATS";"smape";3.010496
"Q16137";"BATS(0.006, {0,0}, 1, -)";"EXP_smoothing__TBATS";"mase";1.374439
"Q16137";"BATS(0.006, {0,0}, 1, -)";"EXP_smoothing__TBATS";"rmsse";0.607905
"Q16137";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";3.708309
"Q16137";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";1.693027
"Q16137";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";0.75686
"Q16137";"SEASONAL DECOMP: ARIMA(4,2,2)";"SLTM";"smape";1.313407
"Q16137";"SEASONAL DECOMP: ARIMA(4,2,2)";"SLTM";"mase";0.600321
"Q16137";"SEASONAL DECOMP: ARIMA(4,2,2)";"SLTM";"rmsse";0.292542
"Q16137";"PROPHET";"Prophet";"smape";13.910804
"Q16137";"PROPHET";"Prophet";"mase";6.007913
"Q16137";"PROPHET";"Prophet";"rmsse";2.564243
